,Unnamed: 0_x,PMID,abstract,Unnamed: 0_y,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
10,10,38272946,"This study aimed to evaluate the association between iris color and refractive errors in children aged 6-12 years. This cross-sectional study was based on data obtained from the first phase of the Shahroud Schoolchildren Eye Cohort Study. The target population was 6 to12 year-old students living in urban and rural areas. Iris colors were classified by comparing eye colors with close-up images of iris colors. Myopia was defined as a spherical equivalent (SE) ≤ - 0.5 diopter and hyperopia was defined as SE ≥ 2 diopter in cycloplegic refraction. The association of iris color with hyperopia and myopia was investigated by fitting two separate multiple logistic regression models adjusted for place of residence, age, sex, and times for outdoor activity and near work. Among the 5394 participates with the mean age of 9.7 year, the prevalence of myopia and hyperopia was 4.8% and 4.7% respectively. The number and proportion (in parentheses) of amber, light blue, light brown, dark brown, gray, green and hazel iris colors were 19(0.4%), 26(0.5%), 645(12.0%), 4517(83.7%), 4(0.1%), 59(1.1%), and 124(2.3%) respectively. Compared to dark brown, the odds ratios and 95% confidence intervals (in parentheses) of myopia were 4.8(1.2-18.7), 0.8(0.1-5.8), 1.0(0.7-1.5), 0.4(0.1-2.7) and 0.6(0.2-1.8) for amber, light blue, light brown, green and hazel iris colors in multiple logistic regression model. No significant association was observed between iris colors and hyperopia. This study shows that amber iris is significantly associated with higher odds of myopia. These children should be further monitored and examined. More studies with higher sample size in all iris colors are recommended. ",10,The association between iris color and refractive errors in children,"Ebrahimi M, Gharravi AM, Aliyari R, Emamian MH, Khabazkhoob M, Hashemi H, Fotouhi A.",Sci Rep. 2024 Jan 25;14(1):2192. doi: 10.1038/s41598-024-52807-9.,Ebrahimi M,Sci Rep,2024,2024/01/25,PMC10810802,,10.1038/s41598-024-52807-9
11,11,37147036,"First-line psychopharmacologic and psychosocial treatments for attention-deficit/hyperactivity disorder in children are effective but limited by tolerability and accessibility problems. Many complementary and integrative strategies have been investigated as alternative or adjunctive treatments for the disorder, and the literature has progressed to meta-analyses for several. Although heterogeneity of study methods and risk of bias pervades the literature, we conclude that Omega-3 supplementation, dietary restriction of artificial food colorings, and physical activity can be considered evidence-based. Additionally, meditation, yoga, and sleep hygiene are safe, partially effective, cost effective and sensible adjunctive treatment strategies. ",11,Complementary and Integrative Treatments for Attention-Deficit/Hyperactivity Disorder in Youth,"Russell D, Arnold LE.",Child Adolesc Psychiatr Clin N Am. 2023 Apr;32(2):173-192. doi: 10.1016/j.chc.2022.08.005.,Russell D,Child Adolesc Psychiatr Clin N Am,2023,2023/05/05,,,10.1016/j.chc.2022.08.005
12,12,39451058,"One of the major causes of dental anxiety in children is their first impression of the dental environment. Even minor details, such as the choice of color in a dental setting and the color of dental equipment, can positively influence a child's behavior. The aim of the study was to assess the relationship between the emotions in children and color combinations in a pediatric setting. The study involved 200 children (99 boys and 101 girls) aged between 6 and 12 years who visited the dental clinics at the College of Dentistry, Jazan University, for the first time between November 2017 and January 2018. The participants were divided into 2 groups based on age. The younger children group included participants aged from 6 to 9 years, while the older children group included participants aged from 10 to 12 years. Anxiety levels were recorded using the Modified Dental Anxiety Scale. Colored pencils and images of emoticons were provided to all children, who were instructed to color the negative and positive emoticons with their preferred colors. The analysis of anxiety levels among children in both groups revealed statistically significant differences across sexes in the younger age group, with girls being more anxious than boys (p = 0.003). Additionally, a statistically significant difference was observed in the choice of colors by children of both sexes in 2 age groups (p = 0.001). Most children were inclined towards bright colors and used them to express their emotions. The incorporation of colors in a dental setting could invoke positive emotions in children. Hence, the use of colors in the workplace has the potential to ease anxiety. ",12,Color perception and its relation to dental anxiety in children,"Maganur PC, Vishwanathaiah S, Ali Quadri MF, Alsabi M, Modarba W, Aqeel W, Rawi NA, Uthman A, Reda R, Jafer M, Testarelli L, Patil S.",Dent Med Probl. 2024 Sep-Oct;61(5):671-677. doi: 10.17219/dmp/145896.,Maganur PC,Dent Med Probl,2024,2024/10/25,,,10.17219/dmp/145896
13,13,34767918,"The role of pharmacogenetics in guiding psychopharmacologic treatment for children and adolescents remains elusive for many clinicians. In the absence of a solid and comprehensive evidence base, sufficient training, education, and consensus guidelines, commercial promotion of pharmacogenetic testing panels has the potential to become the main source of information for providers. Commonly, these tests include multigene panels and group medications into color-coded bins. These panels include both pharmacokinetic (PK) and pharmacodynamic (PD) genes and, using combinatorial algorithms, direct clinicians to use medications ""as directed"" or caution that ""moderate gene-drug interaction(s)"" or ""significant gene-drug interaction(s)"" may exist. Many industry-sponsored studies in adults have concluded that that when clinicians select medications based on pharmacogenomic guidance, patients have better outcomes, ",13,"Editorial: Beyond Red Light, Green Light: Examining the Role of Pharmacogenomics in Evidence-Based Care in Child and Adolescent Psychiatry","Namerow LB, Ramsey LB, Malik S, Cortese S, Strawn JR.",J Am Acad Child Adolesc Psychiatry. 2022 Jan;61(1):29-31. doi: 10.1016/j.jaac.2021.11.001. Epub 2021 Nov 10.,Namerow LB,J Am Acad Child Adolesc Psychiatry,2022,2021/11/12,PMC8994592,NIHMS1792158,10.1016/j.jaac.2021.11.001
14,14,25772121,"Physical abuse of children has many manifestations. Depending on the type of force involved, specific injury patterns are produced on the body of the child, the morphology and localization of which are forensically relevant in terms of diagnostic classification as child abuse. Typical patterned bruising includes, for example, tramline bruises resulting from blows with oblong, stick-like objects. In addition to rounded or one-sided horseshoe-shaped bite injuries, injuries of different ages, clustered injuries (e.g., three or more individual injuries in the same body region), and thermal injuries are typical results of abuse. Abusive scalds are usually characterized by a symmetrical impression and localization with sharp delineation of the scald wound edges, in contrast to accidental scalding injuries with radiating splash patterns ending in tapered points. The coloration of a hematoma can help indicate the time when the injury occurred. Lack of a coherent and comprehensible explanation for accidental injury constitutes grounds for suspecting abuse. Suspicions should be raised in cases of a delayed visit to a doctor, waiting for an unusually long period before summoning emergency medical help for serious injuries to a child, and when differing versions of a purported accident are provided. Documentation of the findings is highly relevant in later reviews of the diagnosis, for instance, when new relevant facts and investigative results come to light in subsequent criminal proceedings. ",14,"Diagnostic criteria for cutaneous injuries in child abuse: classification, findings, and interpretation",Tsokos M.,Forensic Sci Med Pathol. 2015 Jun;11(2):235-42. doi: 10.1007/s12024-015-9671-y. Epub 2015 Mar 15.,Tsokos M,Forensic Sci Med Pathol,2015,2015/03/17,,,10.1007/s12024-015-9671-y
15,15,33648536,"The unacceptably high rate of maternal and child mortality in Nigeria prompted the government to introduce a free maternal and child health (MCH) programme, which was stopped abruptly following a change in government. This triggered increased advocacy for sustaining MCH as a political priority in the country and led to the formation of advocacy coalitions. This study set out to explain the process involved in the formation of advocacy coalition groups and how they work to bring about sustained political prioritization for MCH in Nigeria. It will contribute to the understanding of the Nigerian MCH sector subsystem and will be beneficial to health policy advocates and public health researchers in Nigeria. This study employed a qualitative case study approach. Data were collected using a pretested interview guide to conduct 22 in-depth interviews, while advocacy events were reviewed pro forma. The document review was analysed using the manual content analysis method, while qualitative data audiotapes were transcribed verbatim, anonymized, double-coded in MS Word using colour-coded highlights and analysed using manual thematic and framework analysis guided by the advocacy coalition framework (ACF). The ACF was used to identify the policy subsystem including the actors, their belief, coordination and resources, as well as the effects of advocacy groups on policy change. Ethics and consent approval were obtained for the study. The policy subsystem identified the actors and characterized the coalitions, and described their group formation processes and resources/strategies for engagement. The perceived deep core belief driving the MCH agenda is the right of an individual to health. The effects of advocacy groups on policy change were identified, along with the factors that enabled effectiveness, as well as constraints to coalition formation. External factors and triggers of coalition formation were identified to include high maternal mortality and withdrawal of the free MCH programme, while the contextual issues were the health system issues and the socioeconomic factors affecting the country. Our findings add to an increasing body of evidence that the use of ACF is beneficial in exploring how advocacy coalitions are formed and in identifying the effects of advocacy groups on policy change. ",15,Exploring mechanisms that explain how coalition groups are formed and how they work to sustain political priority for maternal and child health in Nigeria using the advocacy coalition framework,"Okeke C, Manzano A, Obi U, Etiaba E, Onwujekwe O, Mirzoev T, Uzochukwu B.",Health Res Policy Syst. 2021 Mar 1;19(1):26. doi: 10.1186/s12961-020-00660-3.,Okeke C,Health Res Policy Syst,2021,2021/03/02,PMC7923834,,10.1186/s12961-020-00660-3
16,16,30560714,"Scientific data are sparse on hospital design in child and adolescent psychiatry. The present article aims to give an overview of various concepts of hospital design and to develop concepts how architecture can consider the special needs of children and adolescents in their recovery from psychiatric diseases. Literature research is provided from PubMed and collected from architectural and anthroposophic bibliography. Access to daylight and nature, reduced level of noise and an atmosphere of privacy are general principles to support convalescence in patients. Especially in psychiatry, spatial structures and colour can strengthen appropriate social interrelations on both the patient and staff level. Authors suggest that children and adolescents benefit from architectural concepts which consider the issues: Welcome, Path, Territory, Area of Freedom, Outdoor Space, Access to Light, Motion in the Structure and Orientation of Space. ",16,Healing Architecture for Sick Kids,"Fricke OP, Halswick D, Längler A, Martin DD.",Z Kinder Jugendpsychiatr Psychother. 2019 Jan;47(1):27-33. doi: 10.1024/1422-4917/a000635. Epub 2018 Dec 18.,Fricke OP,Z Kinder Jugendpsychiatr Psychother,2019,2018/12/19,,,10.1024/1422-4917/a000635
17,17,34799037,"The understanding of melanocytes is fundamental to the study of dermatology. These dendritic cells underly the most feared primary cutaneous malignancy, fuel escalating progress in immunotherapy strategies, and invariably underlie entire socioeconomic constructs consciously or unconsciously based on skin tone. Various ethno-genotypes combine with increasing frequency over time, increasing the diversity of skin types that may present with dermatologic diagnoses. Understanding the biology of a variety of skin tones and ethnic practices congruent with distribution of skin tone is invaluable to any physician who wishes to practice efficient and expert care, especially to pediatric patients of this category. ",17,Normal Skin Findings and Cultural Practices in Pediatric Patients with Skin of Color,"Agim NG, Morquette AJ, Heath CR.",Dermatol Clin. 2022 Jan;40(1):73-81. doi: 10.1016/j.det.2021.09.001.,Agim NG,Dermatol Clin,2022,2021/11/20,,,10.1016/j.det.2021.09.001
18,18,31611144,"Taste is a crucial factor that determines the palatability of the oral dosage form and patient compliance. The aim of this work was to evaluate the organoleptic excipients in oral antibiotics for pediatric use marketed in Brazil. The information was obtained from the GuidetoPharmacy, a reference for the pharmaceutical trade. The analysis included dosage forms for oral administration and drugs and their combination with antibacterial action. After this survey, we identified the constitution of the flavoring, sweetening, and coloring agents of each medicine. The results are presented in a descriptive form. Twelve drugs or associations are distributed in 70medicines. Oral suspension was the most common pharmaceutical dosage form. Sweeteners were sucrose, sodium saccharin, and sodium cyclamate. All the coloring agents observed are synthetic and the most frequent ones were yellow twilight no. 6, yellow tartrazine no. 5, and red ponceau 4R. The presence of two or more types of flavorings per medicine was observed. Antibacterials use coloring agents, flavorings, and sweeteners to facilitate the administration of medicines for children, using up to six different substances per formulation. No natural coloring agent was observed, demonstrating an issue to be explored in the future. It is important to note that, although necessary, these excipients are responsible for a high incidence of allergic reactions in children. ",18,Organoleptic excipients used in pediatric antibiotics,"Nakama KA, Dos Santos RB, Serpa P, Maciel TR, Haas SE.",Arch Pediatr. 2019 Oct;26(7):431-436. doi: 10.1016/j.arcped.2019.09.008. Epub 2019 Oct 12.,Nakama KA,Arch Pediatr,2019,2019/10/16,,,10.1016/j.arcped.2019.09.008
19,19,35323836,"To recognize the actions related to race/color developed in the care process of the black child and adolescent population of a Psychosocial Care Center for children and adolescents in Brazil. This is a study with a qualitative approach focusing on the three-dimensional racism framework. Data were collected through active medical records and interviews with reference professionals. The results were categorized and thematized through content analysis and the following themes were found: typology of child violence, identification of racism, the school, access to black culture and representativeness. This study obtained ethical approval. The race/color question in the face of violation of fundamental rights of black children/adolescents contributes to the understanding of racism as a social determinant of mental health. Actions to empower the black population include the insertion of the race-color question as an analytical and procedural category in the Singular Therapeutic Projects, as an integral practice of multiprofessional teams work process. It is necessary to invest persistently in the identification and qualification of actions and systematic discussions to face the psychosocial effects of racism. Reconhecer as ações relacionadas ao quesito raça/cor desenvolvidas no processo de cuidado da população infantojuvenil negra de um Centro de Atenção Psicossocial infantojuvenil no Brasil. Pesquisa de abordagem qualitativa com enfoque no referencial do racismo tridimensional. Os dados foram coletados por meio dos prontuários ativos e entrevistas com profissionais de referência. Os resultados foram categorizados e tematizados por meio de análise de conteúdo e encontraram-se os seguintes temas: tipologia da violência infantil, identificação do racismo, a escola, acesso à cultura negra e representatividade. Este estudo obteve aprovação ética. O quesito raça/cor frente à violação de direitos fundamentais da criança/adolescente negro contribui para a compreensão do racismo enquanto determinante social de saúde mental. As ações de empoderamento da população negra perpassam pela inserção do quesito raça-cor como categoria analítica e processual nos Projetos Terapêuticos Singulares, como prática integrante do processo de trabalho das equipes multiprofissionais. É preciso investir persistentemente na identificação e na qualificação de ações e discussões sistemáticas para enfrentar os efeitos psicossociais do racismo. Reconocer las acciones relacionadas a la cuestión raza/color desarrolladas en el proceso de cuidado de la población infantojuvenil negra de un Centro de Atención Psicosocial infantojuvenil en Brasil (CAPSij). Investigación de abordaje cualitativo con enfoque en el referencial del racismo tridimensional. Los datos fueron recolectados a través de los historiales activos y entrevistas con profesionales de referencia. Los resultados fueron categorizados y tematizados por medio de análisis de contenido y se hallaron los siguientes temas: tipología de la violencia infantil, identificación del racismo, la escuela, acceso a la cultura negra y representatividad. Este estudio obtuvo aprobación ética. La cuestión raza/color frente a la violación de derechos fundamentales del niño/adolescente negro contribuye para la comprensión del racismo como determinante social de salud mental. Las acciones de empoderamiento de la población negra abarcan la inserción de la cuestión raza/color como categoría analítica y procesual en los Proyectos Terapéuticos Singulares, como práctica integrante del proceso de trabajo de los equipos multiprofesionales. Es necesario invertir persistentemente en la identificación y en la cualificación de acciones y debates sistemáticos para enfrentar los efectos psicosociales del racismo. ",19,The race/color question in the care process in a psychosocial care center for children and adolescents,"Candido BP, Barros S, Régio L, Ballan C, Oliveira MAF.",Rev Esc Enferm USP. 2022 Mar 14;56:e20210363. doi: 10.1590/1980-220X-REEUSP-2021-0363. eCollection 2022.,Candido BP,Rev Esc Enferm USP,2022,2022/03/24,PMC10081601,,10.1590/1980-220X-REEUSP-2021-0363
