,PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
817,35123664,"Probiotic peanut oral immunotherapy versus oral immunotherapy and placebo in children with peanut allergy in Australia (PPOIT-003): a multicentre, randomised, phase 2b trial","Loke P, Orsini F, Lozinsky AC, Gold M, O'Sullivan MD, Quinn P, Lloyd M, Ashley SE, Pitkin S, Axelrad C, Metcalfe JR, Su EL, Tey D, Robinson MN, Allen KJ, Prescott SL, Galvin AD, Tang MLK; PPOIT-003 study group.",Lancet Child Adolesc Health. 2022 Mar;6(3):171-184. doi: 10.1016/S2352-4642(22)00006-2. Epub 2022 Feb 4.,Loke P,Lancet Child Adolesc Health,2022,2022/02/06,,,10.1016/S2352-4642(22)00006-2
818,3336795,Nipple discharge: surgical significance,"Leis HP Jr, Greene FL, Cammarata A, Hilfer SE.",South Med J. 1988 Jan;81(1):20-6. doi: 10.1097/00007611-198801000-00005.,Leis HP Jr,South Med J,1988,1988/01/01,,,10.1097/00007611-198801000-00005
819,34409653,Lichen striatus colocalized with a Spitz nevus,"Rauck C, Gudobba C, Treat JR, Rubin AI.",Pediatr Dermatol. 2021 Sep;38(5):1340-1341. doi: 10.1111/pde.14747. Epub 2021 Aug 18.,Rauck C,Pediatr Dermatol,2021,2021/08/19,,,10.1111/pde.14747
820,36101522,Impact of coronavirus disease 2019 on food security in early childhood,He Y.,Curr Opin Pediatr. 2023 Feb 1;35(1):22-27. doi: 10.1097/MOP.0000000000001179. Epub 2022 Sep 13.,He Y,Curr Opin Pediatr,2023,2022/09/14,PMC9803345,,10.1097/MOP.0000000000001179
821,28866805,Development of a tool to aid the radiologic technologist using augmented reality and computer vision,"MacDougall RD, Scherrer B, Don S.",Pediatr Radiol. 2018 Jan;48(1):141-145. doi: 10.1007/s00247-017-3968-9. Epub 2017 Sep 2.,MacDougall RD,Pediatr Radiol,2018,2017/09/04,,,10.1007/s00247-017-3968-9
822,24289898,Diagnostic value of parasternal pulmonary artery short-axis view for the anomalous origin of the left coronary artery from the pulmonary artery,"Jiang GP, Wang HF, Gong FQ, He J, Ye JJ, Wang W.",J Cardiol. 2014 Jun;63(6):444-8. doi: 10.1016/j.jjcc.2013.10.012. Epub 2013 Nov 26.,Jiang GP,J Cardiol,2014,2013/12/03,,,10.1016/j.jjcc.2013.10.012
823,24794841,"Carbon monoxide poisoning as a cause of death and differential diagnosis in the forensic practice: a retrospective study, 2000-2010","Ruas F, Mendonça MC, Real FC, Vieira DN, Teixeira HM.",J Forensic Leg Med. 2014 May;24:1-6. doi: 10.1016/j.jflm.2014.02.002. Epub 2014 Feb 12.,Ruas F,J Forensic Leg Med,2014,2014/05/06,,,10.1016/j.jflm.2014.02.002
824,35913179,Utility of child physical characteristics and verbal descriptors to aid in family reunification during disasters,"Rebmann T, Charney RL, Mazzara RL.",Am J Disaster Med. 2022 Winter;17(1):5-12. doi: 10.5055/ajdm.2022.0415.,Rebmann T,Am J Disaster Med,2022,2022/08/01,,,10.5055/ajdm.2022.0415
825,29406828,Prevalence and correlates of screen time among Brazilian adolescents: findings from a country-wide survey,"Schaan CW, Cureau FV, Bloch KV, de Carvalho KMB, Ekelund U, Schaan BD.",Appl Physiol Nutr Metab. 2018 Jul;43(7):684-690. doi: 10.1139/apnm-2017-0630. Epub 2018 Feb 6.,Schaan CW,Appl Physiol Nutr Metab,2018,2018/02/07,,,10.1139/apnm-2017-0630
826,38195814,Association between dental restorations and artefacts on head magnetic resonance images in paediatric patients,"Tunlayadechanont P, Tunlayadechanont P, Sriudomporn N, Wisetsathon P, Duangthip D, Jirarattanasopha V.",Int J Paediatr Dent. 2024 Sep;34(5):546-553. doi: 10.1111/ipd.13155. Epub 2024 Jan 9.,Tunlayadechanont P,Int J Paediatr Dent,2024,2024/01/09,,,10.1111/ipd.13155
827,31206042,Introduction of a modified obstetric early warning system -(-MOEWS-)- at an Ethiopian referral hospital: a feasibility assessment,"Moore J, Thomson D, Pimentil I, Fekad B, Graham W.",BMJ Open Qual. 2019 Mar 30;8(1):e000503. doi: 10.1136/bmjoq-2018-000503. eCollection 2019.,Moore J,BMJ Open Qual,2019,2019/06/18,PMC6542426,,10.1136/bmjoq-2018-000503
828,30828867,Information as a crucial factor for toilet training by parents,"Van Aggelpoel T, Vermandel A, Fraeyman J, Massart M, Van Hal G.",Child Care Health Dev. 2019 May;45(3):457-462. doi: 10.1111/cch.12653. Epub 2019 Mar 21.,Van Aggelpoel T,Child Care Health Dev,2019,2019/03/05,,,10.1111/cch.12653
829,38483609,"Socioeconomic position, family context, and child cognitive development","González L, Popovic M, Rebagliato M, Estarlich M, Moirano G, Barreto-Zarza F, Richiardi L, Arranz E, Santa-Marina L, Zugna D, Ibarluzea J, Pizzi C.",Eur J Pediatr. 2024 Jun;183(6):2571-2585. doi: 10.1007/s00431-024-05482-x. Epub 2024 Mar 14.,González L,Eur J Pediatr,2024,2024/03/14,PMC11098862,,10.1007/s00431-024-05482-x
830,34477070,Pyogenic Granuloma of the Proximal Part of a Nail Unit in a Child,"Jurakić Tončić R, Balić A, Ćurković D, Husar K.",Acta Dermatovenerol Croat. 2021 Apr;291(1):62-63.,Jurakić Tončić R,Acta Dermatovenerol Croat,2021,2021/09/03,,,
831,33010455,Coloring Outside the Lines: Making Black and Brown Lives Matter in the Prevention of Youth Suicide,"Bath E, Njoroge WFM.",J Am Acad Child Adolesc Psychiatry. 2021 Jan;60(1):17-21. doi: 10.1016/j.jaac.2020.09.013. Epub 2020 Sep 30.,Bath E,J Am Acad Child Adolesc Psychiatry,2021,2020/10/03,,,10.1016/j.jaac.2020.09.013
832,12411894,What is the feasibility of imaging coronary arteries during routine echocardiograms in children?,"Clouse M, Cailes C, Devine J, Jordan M, Lester J, Lo L, Shah M, Wenger J, Stevenson JG.",J Am Soc Echocardiogr. 2002 Oct;15(10 Pt 2):1127-31. doi: 10.1067/mje.2002.123257.,Clouse M,J Am Soc Echocardiogr,2002,2002/11/02,,,10.1067/mje.2002.123257
833,10871442,Lack of utility in clinical practice of cytologic examination of nonbloody cyst fluid from palpable breast cysts,"Hindle WH, Arias RD, Florentine B, Whang J.",Am J Obstet Gynecol. 2000 Jun;182(6):1300-5. doi: 10.1067/mob.2000.106184.,Hindle WH,Am J Obstet Gynecol,2000,2000/06/28,,,10.1067/mob.2000.106184
834,754384,Fresnel prisms and their effects on visual acuity and binocularity,Véronneau-Troutman S.,Trans Am Ophthalmol Soc. 1978;76:610-53.,Véronneau-Troutman S,Trans Am Ophthalmol Soc,1978,1978/01/01,PMC1311638,,
835,8222613,Pediatric fiberoptic video bronchoscopy: the use of computer interfacing,"Riff EJ, Mitra S, Baker MC.",Comput Biol Med. 1993 Sep;23(5):345-7. doi: 10.1016/0010-4825(93)90131-j.,Riff EJ,Comput Biol Med,1993,1993/09/01,,,10.1016/0010-4825(93)90131-j
836,33757461,Preparedness for self-isolation or quarantine and lockdown in South Africa: results from a rapid online survey,"Sifunda S, Mokhele T, Manyaapelo T, Dukhi N, Sewpaul R, Parker WA, Parker S, Naidoo I, Jooste S, Ramlagan S, Gaida R, Mabaso M, Zuma K, Reddy P.",BMC Public Health. 2021 Mar 23;21(1):580. doi: 10.1186/s12889-021-10628-9.,Sifunda S,BMC Public Health,2021,2021/03/24,PMC7987115,,10.1186/s12889-021-10628-9
837,37730290,Chronic Medication Burden After Cardiac Surgery for Pediatric Medicaid Beneficiaries,"Woo JL, Nash KA, Dragan K, Crook S, Neidell M, Cook S, Hannan EL, Jacobs M, Goldstone AB, Petit CJ, Vincent R, Walsh-Spoonhower K, Mosca R, Kumar TKS, Devejian N, Kamenir SA, Alfieris GM, Swartz MF, Meyer D, Paul EA, Newburger JW, Billings J, Davis MM, Anderson BR; New York State Congenital Heart Surgery Collaborative for Longitudinal Outcomes and Utilization of Resources (CHS-COLOUR).",J Am Coll Cardiol. 2023 Sep 26;82(13):1331-1340. doi: 10.1016/j.jacc.2023.06.046.,Woo JL,J Am Coll Cardiol,2023,2023/09/20,,,10.1016/j.jacc.2023.06.046
838,27637722,Predicting the reading skill of Japanese children,"Ogino T, Hanafusa K, Morooka T, Takeuchi A, Oka M, Ohtsuka Y.",Brain Dev. 2017 Feb;39(2):112-121. doi: 10.1016/j.braindev.2016.08.006. Epub 2016 Sep 13.,Ogino T,Brain Dev,2017,2016/09/18,,,10.1016/j.braindev.2016.08.006
839,30155660,"Development of suction force during early diastole from the left atrium to the left ventricle in infants, children, and adolescents","Takahashi K, Nii M, Takigiku K, Toyono M, Iwashima S, Inoue N, Tanaka N, Matsui K, Shigemitsu S, Yamada M, Kobayashi M, Yazaki K, Itatani K, Shimizu T.",Heart Vessels. 2019 Feb;34(2):296-306. doi: 10.1007/s00380-018-1239-9. Epub 2018 Aug 28.,Takahashi K,Heart Vessels,2019,2018/08/30,,,10.1007/s00380-018-1239-9
840,27228146,"Defining No Pain, Mild, Moderate, and Severe Pain Based on the Faces Pain Scale-Revised and Color Analog Scale in Children With Acute Pain","Tsze DS, Hirschfeld G, Dayan PS, Bulloch B, von Baeyer CL.",Pediatr Emerg Care. 2018 Aug;34(8):537-544. doi: 10.1097/PEC.0000000000000791.,Tsze DS,Pediatr Emerg Care,2018,2016/05/27,PMC5123984,NIHMS767926,10.1097/PEC.0000000000000791
841,37788685,Importance of skin of colour dermatology in the primary care setting in Australia,Rodrigues M.,Aust J Gen Pract. 2023 Oct;52(10):665-667. doi: 10.31128/AJGP-01-23-6681.,Rodrigues M,Aust J Gen Pract,2023,2023/10/03,,,10.31128/AJGP-01-23-6681
842,16161401,Facial and perioral primary impetigo: a clinical study,"Kolokotronis A, Doumas S, Lambroudi M, Lysitsa S, Epivatianos A, Antoniades D.",J Clin Pediatr Dent. 2005 Summer;29(4):341-5. doi: 10.17796/jcpd.29.4.t007uq062040k507.,Kolokotronis A,J Clin Pediatr Dent,2005,2005/09/16,,,10.17796/jcpd.29.4.t007uq062040k507
843,11027045,Telescopic myringotomy and tube application,Abou-Elhamd KE.,J Laryngol Otol. 2000 Aug;114(8):581-3. doi: 10.1258/0022215001906453.,Abou-Elhamd KE,J Laryngol Otol,2000,2000/10/12,,,10.1258/0022215001906453
844,35960938,The New Face of Preadolescent and Adolescent Acne: Beyond the Guidelines,"Eichenfield L, Hebert A, Desai SR, Levy ML, Mancini AJ, Rice ZP, Sugarman J, Zaenglein A.",J Fam Pract. 2022 Jul;71(6 Suppl):S63-S70. doi: 10.12788/jfp.0430.,Eichenfield L,J Fam Pract,2022,2022/08/12,,,10.12788/jfp.0430
845,25704247,Sonographic appearances of torsion of the appendix testis and appendix epididymis in children,"Lev M, Ramon J, Mor Y, Jacobson JM, Soudack M.",J Clin Ultrasound. 2015 Oct;43(8):485-9. doi: 10.1002/jcu.22265. Epub 2015 Feb 20.,Lev M,J Clin Ultrasound,2015,2015/02/24,,,10.1002/jcu.22265
846,34369043,"Predictors of mood, diabetes-specific and COVID-19-specific experiences among parents of early school-age children with type 1 diabetes during initial months of the COVID-19 pandemic","Wang CH, Hilliard ME, Carreon SA, Jones J, Rooney K, Barber JR, Tully C, Monaghan M, Streisand R.",Pediatr Diabetes. 2021 Nov;22(7):1071-1080. doi: 10.1111/pedi.13255. Epub 2021 Aug 30.,Wang CH,Pediatr Diabetes,2021,2021/08/09,PMC8447149,,10.1111/pedi.13255
847,36182219,The Color of Child Protection in America: Antiracism and Abolition in Child Mental Health,"Legha RK, Gordon-Achebe K.",Child Adolesc Psychiatr Clin N Am. 2022 Oct;31(4):693-718. doi: 10.1016/j.chc.2022.05.004.,Legha RK,Child Adolesc Psychiatr Clin N Am,2022,2022/10/01,,,10.1016/j.chc.2022.05.004
848,26131807,"Phakomatosis Pigmentovascularis Associated With Sturge-Weber Syndrome, Ota Nevus, and Congenital Glaucoma","Yang Y, Guo X, Xu J, Ye Y, Liu X, Yu M.",Medicine (Baltimore). 2015 Jul;94(26):e1025. doi: 10.1097/MD.0000000000001025.,Yang Y,Medicine (Baltimore),2015,2015/07/02,PMC4504628,,10.1097/MD.0000000000001025
849,14751050,[Immunophenotyping of 222 children with acute leukemia by multi-color flow cytometry],"Shen HQ, Tang YM, Yang SL, Qian BQ, Song H, Shi SW, Xu WQ.",Zhonghua Er Ke Za Zhi. 2003 May;41(5):334-7.,Shen HQ,Zhonghua Er Ke Za Zhi,2003,2004/01/31,,,
850,35751406,Including the voice of paediatric patients: Cocreation of an engagement game,"Teela L, Verhagen LE, Gruppen MP, Santana MJ, Grootenhuis MA, Haverman L.",Health Expect. 2022 Aug;25(4):1861-1871. doi: 10.1111/hex.13530. Epub 2022 Jun 24.,Teela L,Health Expect,2022,2022/06/25,PMC9327851,,10.1111/hex.13530
851,16506389,Comparison of indocyanine green clearance with Child's-Pugh score and hepatic histology: a multivariate analysis,"Mukherjee S, Rogers MA, Buniak B.",Hepatogastroenterology. 2006 Jan-Feb;53(67):120-3.,Mukherjee S,Hepatogastroenterology,2006,2006/03/02,,,
852,8247957,Performance of reticulocyte counts in stored blood specimens in a pediatric population utilizing new methylene blue,"Shaffer M, Kiser G, Luban NL, DePalma L.",Pediatr Pathol. 1993 Sep-Oct;13(5):591-5. doi: 10.3109/15513819309048247.,Shaffer M,Pediatr Pathol,1993,1993/09/01,,,10.3109/15513819309048247
853,32994176,Pressure Urticaria in an Infant Appearing Similar to Physical Abuse,"Shih AF, Sharaf M.",Pediatrics. 2020 Oct;146(4):e20193644. doi: 10.1542/peds.2019-3644.,Shih AF,Pediatrics,2020,2020/09/30,,,10.1542/peds.2019-3644
854,30238646,Towards developing a valid scoring tool for bronchitis during flexible bronchoscopy,"Thomas RJ, Eg KP, Masters IB, McElrea M, Chang AB.",Pediatr Pulmonol. 2018 Nov;53(11):1510-1516. doi: 10.1002/ppul.24163. Epub 2018 Sep 20.,Thomas RJ,Pediatr Pulmonol,2018,2018/09/22,,,10.1002/ppul.24163
855,29249075,The characteristics of transcranial color-coded duplex sonography in children with cerebral arteriovenous malformation presenting with headache,"Duranovic V, Vulin K, Dakovic I, Lenicek Krleza J, Delin S, Galinovic I, Marjanovic J, Tripalo Batos A, Plesa Premilovac Z, Mejaski Bosnjak V.",Childs Nerv Syst. 2018 Feb;34(2):199-203. doi: 10.1007/s00381-017-3692-7. Epub 2017 Dec 16.,Duranovic V,Childs Nerv Syst,2018,2017/12/18,,,10.1007/s00381-017-3692-7
856,15355387,Development of clinical and radiographic signs associated with dark discolored primary incisors following traumatic injuries: a prospective controlled study,Holan G.,Dent Traumatol. 2004 Oct;20(5):276-87. doi: 10.1111/j.1600-9657.2004.00285.x.,Holan G,Dent Traumatol,2004,2004/09/10,,,10.1111/j.1600-9657.2004.00285.x
857,8966277,[Diagnostic imaging of chronic inflammatory diseases of the intestine in children],"Occhi M, Oddone M, Magnano GM, Barabino A, Tomà P.",Radiol Med. 1996 Jul-Aug;92(1-2):72-7.,Occhi M,Radiol Med,1996,1996/07/01,,,
858,15503003,Clinical and sonographic criteria of acute scrotum in children: a retrospective study of 172 boys,"Karmazyn B, Steinberg R, Kornreich L, Freud E, Grozovski S, Schwarz M, Ziv N, Livne P.",Pediatr Radiol. 2005 Mar;35(3):302-10. doi: 10.1007/s00247-004-1347-9. Epub 2004 Oct 16.,Karmazyn B,Pediatr Radiol,2005,2004/10/27,,,10.1007/s00247-004-1347-9
859,15291041,[Intracardiac echocardiography (ICE) in the operating room as a support measure in the evaluation of immediate surgical results in congenital cardiopathies],"Erdmenger Orellana J, Vázquez-Antona C, Becerra Becerra R, Ramírez Marroquín S, Soulé M, Romero-Cárdenas A, Roldán FJ, Buendía Hernández A, Vargas-Barrón J.",Arch Cardiol Mex. 2004 Apr-Jun;74(2):126-30.,Erdmenger Orellana J,Arch Cardiol Mex,2004,2004/08/05,,,
860,33640255,"Needle-Related Pain, Affective Reactions, Fear, and Emotional Coping in Children and Adolescents With Type 1 Diabetes: A Cross-Sectional Study","Hanberger L, Tallqvist E, Richert A, Olinder AL, Forsner M, Mörelius E, Nilsson S.",Pain Manag Nurs. 2021 Aug;22(4):516-521. doi: 10.1016/j.pmn.2021.01.007. Epub 2021 Feb 25.,Hanberger L,Pain Manag Nurs,2021,2021/02/28,,,10.1016/j.pmn.2021.01.007
861,36642236,Novel Utilization of Ultrasound Enhancing Agents in Complex Congenital Heart Disease Following Superior Cavopulmonary Connection,"Chaszczewski KJ, Linder JR, Campbell MJ, Convery M, Wang Y, Smith CL, Kozyak BW, Quartermain MD.",J Am Soc Echocardiogr. 2023 May;36(5):516-522. doi: 10.1016/j.echo.2023.01.007. Epub 2023 Jan 13.,Chaszczewski KJ,J Am Soc Echocardiogr,2023,2023/01/15,,,10.1016/j.echo.2023.01.007
862,26773401,"Splitting hair for cortisol? Associations of socio-economic status, ethnicity, hair color, gender and other child characteristics with hair cortisol and cortisone","Rippe RC, Noppe G, Windhorst DA, Tiemeier H, van Rossum EF, Jaddoe VW, Verhulst FC, Bakermans-Kranenburg MJ, van IJzendoorn MH, van den Akker EL.",Psychoneuroendocrinology. 2016 Apr;66:56-64. doi: 10.1016/j.psyneuen.2015.12.016. Epub 2015 Dec 22.,Rippe RC,Psychoneuroendocrinology,2016,2016/01/17,,,10.1016/j.psyneuen.2015.12.016
863,25998719,Soft tissue thickness values for black and coloured South African children aged 6-13 years,"Briers N, Briers TM, Becker PJ, Steyn M.",Forensic Sci Int. 2015 Jul;252:188.e1-10. doi: 10.1016/j.forsciint.2015.04.015. Epub 2015 Apr 21.,Briers N,Forensic Sci Int,2015,2015/05/23,,,10.1016/j.forsciint.2015.04.015
864,28971364,Genetic Testing in Pediatric Ophthalmology,"Verma IC, Paliwal P, Singh K.",Indian J Pediatr. 2018 Mar;85(3):228-236. doi: 10.1007/s12098-017-2453-7. Epub 2017 Oct 2.,Verma IC,Indian J Pediatr,2018,2017/10/04,,,10.1007/s12098-017-2453-7
865,27112160,Sonography of pediatric blunt scrotal trauma: what the pediatric urologist wants to know,"Fenton LZ, Karakas SP, Baskin L, Campbell JB.",Pediatr Radiol. 2016 Jun;46(7):1049-58. doi: 10.1007/s00247-016-3600-4. Epub 2016 Apr 25.,Fenton LZ,Pediatr Radiol,2016,2016/04/27,,,10.1007/s00247-016-3600-4
866,37899732,Addressing Early Education and Child Care Expulsion,"Williams PG, Yogman M; COUNCIL ON EARLY CHILDHOOD; COMMITTEE ON PSYCHOSOCIAL ASPECTS OF CHILD AND FAMILY HEALTH.",Pediatrics. 2023 Nov 1;152(5):e2023064049. doi: 10.1542/peds.2023-064049.,Williams PG,Pediatrics,2023,2023/10/30,,,10.1542/peds.2023-064049
867,16706966,Screening for children from families with Rendu-Osler-Weber disease: from geneticist to clinician,"Giordano P, Nigro A, Lenato GM, Guanti G, Suppressa P, Lastella P, DE Mattia D, Sabbà C.",J Thromb Haemost. 2006 Jun;4(6):1237-45. doi: 10.1111/j.1538-7836.2006.01934.x.,Giordano P,J Thromb Haemost,2006,2006/05/19,,,10.1111/j.1538-7836.2006.01934.x
868,26376309,Executive Functioning in Children and Adolescents With Perinatal HIV Infection,"Nichols SL, Brummel SS, Smith RA, Garvie PA, Hunter SJ, Malee KM, Kammerer BL, Wilkins ML, Rutstein R, Tassiopoulos K, Chernoff MC, Mellins CA; Pediatric HIVAIDS Cohort Study.",Pediatr Infect Dis J. 2015 Sep;34(9):969-75. doi: 10.1097/INF.0000000000000809.,Nichols SL,Pediatr Infect Dis J,2015,2015/09/17,PMC4761421,NIHMS702164,10.1097/INF.0000000000000809
869,7352152,"Port wine stains and the response to argon laser therapy: successful treatment and the predictive role of color, age, and biopsy","Noe JM, Barsky SH, Geer DE, Rosen S.",Plast Reconstr Surg. 1980 Feb;65(2):130-6. doi: 10.1097/00006534-198002000-00002.,Noe JM,Plast Reconstr Surg,1980,1980/02/01,,,10.1097/00006534-198002000-00002
870,16497639,Multiple-step polyclonal versus one-step monoclonal enzyme immunoassay in the detection of Helicobacter pylori antigen in the stools of children,"Hauser B, Wybo I, Tshibuabua G, Pierard D, Vandenplas Y.",Acta Paediatr. 2006 Mar;95(3):297-301. doi: 10.1080/08035250500419372.,Hauser B,Acta Paediatr,2006,2006/02/25,,,10.1080/08035250500419372
871,6324372,"[Health education for about 100 children (aged 6 to 14) in heat therapy at La Bourboule, compared to controls]","Benigno M, Fourot-Bauzon M, Fourot H, Besançon F.",Sem Hop. 1984 Feb 23;60(9):630-4.,Benigno M,Sem Hop,1984,1984/02/23,,,
872,2804909,A rapidly growing pigmented nail streak resulting in diffuse melanosis of the nail. A possible sign of subungual melanoma in situ,"Kato T, Usuba Y, Takematsu H, Kumasaka N, Tanita Y, Hashimoto K, Tomita Y, Tagami H.",Cancer. 1989 Nov 15;64(10):2191-7. doi: 10.1002/1097-0142(19891115)64:10<2191::aid-cncr2820641035>3.0.co;2-d.,Kato T,Cancer,1989,1989/11/15,,,10.1002/1097-0142(19891115)64:10<2191::aid-cncr2820641035>3.0.co;2-d
873,9438611,Doppler color-flow imaging: screening of a patent foramen ovale in children scheduled for neurosurgery in the sitting position,"Fuchs G, Schwarz G, Stein J, Kaltenböck F, Baumgartner A, Oberbauer RW.",J Neurosurg Anesthesiol. 1998 Jan;10(1):5-9.,Fuchs G,J Neurosurg Anesthesiol,1998,1998/01/23,,,
874,7577863,New biofeedback therapy in children with encopresis,"Iwata G, Iwai N, Nagashima M, Fukata R.",Eur J Pediatr Surg. 1995 Aug;5(4):231-4. doi: 10.1055/s-2008-1066212.,Iwata G,Eur J Pediatr Surg,1995,1995/08/01,,,10.1055/s-2008-1066212
875,37243854,Community outreach initiatives in dermatology: cross-sectional study,"Fritsche M, Maglakelidze N, Zaenglein A, Lam C.",Arch Dermatol Res. 2023 Nov;315(9):2693-2695. doi: 10.1007/s00403-023-02629-y. Epub 2023 May 27.,Fritsche M,Arch Dermatol Res,2023,2023/05/27,PMC10220338,,10.1007/s00403-023-02629-y
876,26109176,The catheter hub disinfection cap as esophageal foreign body,"Tawfik KO, Myer CM 4th, Shikary T, Goldschneider KR.",Laryngoscope. 2015 Dec;125(12):2820-2. doi: 10.1002/lary.25339. Epub 2015 Jun 24.,Tawfik KO,Laryngoscope,2015,2015/06/26,,,10.1002/lary.25339
877,27793452,Dermoscopic patterns of fungal melanonychia: A comparative study with other causes of melanonychia,"Ohn J, Choe YS, Park J, Mun JH.",J Am Acad Dermatol. 2017 Mar;76(3):488-493.e2. doi: 10.1016/j.jaad.2016.08.013. Epub 2016 Oct 25.,Ohn J,J Am Acad Dermatol,2017,2016/10/30,,,10.1016/j.jaad.2016.08.013
878,31398558,Panayiotopoulos syndrome and Gastaut syndrome are distinct entities in terms of neuropsychological findings,"Akca Kalem S, Elmali AD, Demirbilek V, Oktem O, Yapici Z, Saltik S, Gokcay A, Dervent A, Baykan B.",Epilepsy Behav. 2019 Oct;99:106447. doi: 10.1016/j.yebeh.2019.106447. Epub 2019 Aug 6.,Akca Kalem S,Epilepsy Behav,2019,2019/08/10,,,10.1016/j.yebeh.2019.106447
879,37490085,Identifying Children Likely to Benefit From Antibiotics for Acute Sinusitis: A Randomized Clinical Trial,"Shaikh N, Hoberman A, Shope TR, Jeong JH, Kurs-Lasky M, Martin JM, Bhatnagar S, Muniz GB, Block SL, Andrasko M, Lee MC, Rajakumar K, Wald ER.",JAMA. 2023 Jul 25;330(4):349-358. doi: 10.1001/jama.2023.10854.,Shaikh N,JAMA,2023,2023/07/25,PMC10370259,,10.1001/jama.2023.10854
880,35361360,Suicide and Suicidal Behaviors Among Minoritized Youth,Benton TD.,Child Adolesc Psychiatr Clin N Am. 2022 Apr;31(2):211-221. doi: 10.1016/j.chc.2022.01.002.,Benton TD,Child Adolesc Psychiatr Clin N Am,2022,2022/04/01,,,10.1016/j.chc.2022.01.002
881,28807205,Facilitating surgeon understanding of complex anatomy using a three-dimensional printed model,"Cromeens BP, Ray WC, Hoehne B, Abayneh F, Adler B, Besner GE.",J Surg Res. 2017 Aug;216:18-25. doi: 10.1016/j.jss.2017.04.003. Epub 2017 Apr 21.,Cromeens BP,J Surg Res,2017,2017/08/16,,,10.1016/j.jss.2017.04.003
882,33326827,3D printing of gummy drug formulations composed of gelatin and an HPMC-based hydrogel for pediatric use,"Tagami T, Ito E, Kida R, Hirose K, Noda T, Ozeki T.",Int J Pharm. 2021 Feb 1;594:120118. doi: 10.1016/j.ijpharm.2020.120118. Epub 2020 Dec 14.,Tagami T,Int J Pharm,2021,2020/12/16,,,10.1016/j.ijpharm.2020.120118
883,37993382,Involvement of Diverse Populations in Transfusion Medicine Research,"Miller YM, Bakhtary S, Chou ST, Hailu B, Reik RA, Richard RH, Spencer BR, Witherspoon R, Delaney M.",Transfus Med Rev. 2023 Oct;37(4):150766. doi: 10.1016/j.tmrv.2023.150766. Epub 2023 Sep 20.,Miller YM,Transfus Med Rev,2023,2023/11/22,PMC11032214,NIHMS1946926,10.1016/j.tmrv.2023.150766
884,11937278,High-flow priapism: a combined interventional approach with angiography and colour Doppler,"Volkmer BG, Nesslauer T, Kuefer R, Kraemer S, Goerich J, Gottfried HW.",Ultrasound Med Biol. 2002 Feb;28(2):165-9. doi: 10.1016/s0301-5629(01)00502-6.,Volkmer BG,Ultrasound Med Biol,2002,2002/04/09,,,10.1016/s0301-5629(01)00502-6
885,33980614,Long-Term Care of the Pediatric Kidney Transplant Recipient,"Fernandez HE, Foster BJ.",Clin J Am Soc Nephrol. 2022 Feb;17(2):296-304. doi: 10.2215/CJN.16891020. Epub 2021 May 12.,Fernandez HE,Clin J Am Soc Nephrol,2022,2021/05/13,PMC8823932,,10.2215/CJN.16891020
886,35152232,Puff bars: a dangerous trend in adolescent disposable e-cigarette use,"Rosenthal H, Chow N, Mehta S, Pham D, Milanaik R.",Curr Opin Pediatr. 2022 Jun 1;34(3):288-294. doi: 10.1097/MOP.0000000000001123.,Rosenthal H,Curr Opin Pediatr,2022,2022/02/13,,,10.1097/MOP.0000000000001123
887,14968893,Are pediatric practice settings adolescent friendly? An exploration of attitudes and preferences,"Tivorsak TL, Britto MT, Klostermann BK, Nebrig DM, Slap GB.",Clin Pediatr (Phila). 2004 Jan-Feb;43(1):55-61. doi: 10.1177/000992280404300107.,Tivorsak TL,Clin Pediatr (Phila),2004,2004/02/19,,,10.1177/000992280404300107
888,28835381,Reliability of Examination Findings in Suspected Community-Acquired Pneumonia,"Florin TA, Ambroggio L, Brokamp C, Rattan MS, Crotty EJ, Kachelmeyer A, Ruddy RM, Shah SS.",Pediatrics. 2017 Sep;140(3):e20170310. doi: 10.1542/peds.2017-0310.,Florin TA,Pediatrics,2017,2017/08/25,PMC5574720,,10.1542/peds.2017-0310
889,1587810,Immunochemical evidence for the presence of advanced glycation end products in human lens proteins and its positive correlation with aging,"Araki N, Ueno N, Chakrabarti B, Morino Y, Horiuchi S.",J Biol Chem. 1992 May 25;267(15):10211-4.,Araki N,J Biol Chem,1992,1992/05/25,,,
890,15841112,Real-time three-dimensional echocardiography: still a research tool or an imaging technique ready for daily routine practice? A pilot feasibility study in a tertiary cardiology centre,"Kasprzak JD, Lipiec P, Drozdz J, Krzemińska-Pakuła M.",Kardiol Pol. 2004 Oct;61(10):303-13; discussion 314-15.,Kasprzak JD,Kardiol Pol,2004,2005/04/21,,,
891,8019188,Bicycle helmet use among schoolchildren. Impact of a community education program and a cycling fatality,Rourke LL.,Can Fam Physician. 1994 Jun;40:1116-24.,Rourke LL,Can Fam Physician,1994,1994/06/01,PMC2380203,,
892,8238165,The effect of forceps delivery on cognitive development,"Wesley BD, van den Berg BJ, Reece EA.",Am J Obstet Gynecol. 1993 Nov;169(5):1091-5. doi: 10.1016/0002-9378(93)90261-g.,Wesley BD,Am J Obstet Gynecol,1993,1993/11/01,,,10.1016/0002-9378(93)90261-g
